dataHora,ordem,linha,latitude,longitude,velocidade
04-27-2015 19:30:37,D87020,770,"-22.91909","-43.607979",0
04-27-2015 19:30:38,A71501,416,"-22.966257","-43.229683",45.56
04-27-2015 19:30:38,B11663,773,"-22.8816","-43.3252",0
04-27-2015 19:30:38,D58600,394,"-22.865536","-43.423347",36.85
04-27-2015 19:30:39,B32652,688,"-22.8353","-43.3399",68
04-27-2015 19:30:40,B25583,249,"-22.9086","-43.187",24
04-27-2015 19:30:42,D53641,SP397,"-22.88431","-43.495022",0
04-27-2015 19:30:43,A72037,,"-22.905184","-43.291695",0.37
04-27-2015 19:30:44,A72168,410,"-22.960754","-43.208164",23.71
04-27-2015 19:30:44,B31081,486,"-22.8043","-43.31",0.37
04-27-2015 19:30:44,C47497,382,"-23.011744","-43.515461",30
04-27-2015 19:30:44,D58578,SV395,"-22.876179","-43.419228",0
04-27-2015 19:30:45,A41043,460,"-22.938541","-43.203064",14.45
04-27-2015 19:30:45,C47513,691,"-22.904369","-43.303356",20
04-27-2015 19:30:47,A41299,110,"-22.897528","-43.199116",12.41
04-27-2015 19:30:48,C20004,611,"-22.944059","-43.386749",27
04-27-2015 19:30:49,A50026,220,"-22.938141","-43.246723",42.6
04-27-2015 19:30:49,A50133,,"-22.988733","-43.301334",0
04-27-2015 19:30:49,B32527,2305,"-22.8108","-43.3296",0
04-27-2015 19:30:50,B42593,650,"-22.8604","-43.3712",0
04-27-2015 19:30:51,B11681,778,"-22.8671","-43.3549",0
04-27-2015 19:30:51,C42618,607,"-22.924299","-43.2094",0
04-27-2015 19:30:53,A50044,448,"-22.974487","-43.281368",2.96
04-27-2015 19:30:53,C42607,607,"-22.924299","-43.209301",0
04-27-2015 19:30:54,C13106,341,"-22.937138","-43.336067",29
04-27-2015 19:30:54,D87865,2336,"-22.90649","-43.182301",29
04-27-2015 19:30:56,B32675,687,"-22.8616","-43.3067",14
04-27-2015 19:30:57,B10051,924,"-22.7889","-43.1622",0
04-27-2015 19:30:57,D53642,SP397,"-22.83674","-43.363918",0
04-27-2015 19:30:58,B42543,457,"-22.8856","-43.3006",0
04-27-2015 19:31:00,B32744,2305,"-22.9055","-43.2095",39
04-27-2015 19:31:01,B32718,298,"-22.9035","-43.186",42
04-27-2015 19:31:01,C20219,900,"-22.935169","-43.372101",0
04-27-2015 19:31:01,D13189,801,"-22.889967","-43.454624",0
04-27-2015 19:31:02,B58181,662,"-22.8829","-43.276",1
04-27-2015 19:31:03,C47542,368,"-22.910393","-43.173595",13
04-27-2015 19:31:04,A50021,603,"-22.946365","-43.256966",0
04-27-2015 19:31:04,B19542,665,"-22.8106","-43.3429",0
04-27-2015 19:31:04,B75644,349,"-22.8704","-43.2464",8
04-27-2015 19:31:05,A41435,127,"-22.901093","-43.192574",0.37
04-27-2015 19:31:05,A50006,220,"-22.918133","-43.212017",12.41
04-27-2015 19:31:05,A72169,006,"-22.918928","-43.183216",1.3
04-27-2015 19:31:05,B25543,,"-22.9026","-43.2993",8
04-27-2015 19:31:05,B32715,298,"-22.8148","-43.2978",36
04-27-2015 19:31:05,B42597,457,"-22.8858","-43.3005",0
04-27-2015 19:31:06,B75614,355,"-22.8698","-43.3415",0
04-27-2015 19:31:07,A50073,220,"-22.916321","-43.212296",19.08
04-27-2015 19:31:08,A41228,462,"-22.909052","-43.221916",0.19
04-27-2015 19:31:08,B11623,908,"-22.8667","-43.3557",0.74
04-27-2015 19:31:08,B60063,384,"-22.8148","-43.3862",0
04-27-2015 19:31:09,A37618,119,"-22.98654","-43.192181",0
04-27-2015 19:31:10,A41148,173,"-22.910147","-43.188366",0.19
04-27-2015 19:31:10,B58041,622,"-22.9227","-43.2332",0
04-27-2015 19:31:11,B27125,950,"-22.8539","-43.3129",1
04-27-2015 19:31:12,A48142,401,"-22.913204","-43.21315",15.93
04-27-2015 19:31:12,B31080,498,"-22.8749","-43.2429",3.15
04-27-2015 19:31:12,C20236,611,"-22.93189","-43.382481",20
04-27-2015 19:31:13,A29020,445,"-22.90633","-43.197708",45
04-27-2015 19:31:13,C20229,600,"-22.922279","-43.28315",40
04-27-2015 19:31:14,B10013,915,"-22.8687","-43.2549",0
04-27-2015 19:31:14,C20058,600,"-22.92853","-43.318508",48
04-27-2015 19:31:15,D87048,804,"-22.91872","-43.608879",0
04-27-2015 19:31:17,A72005,410,"-22.913046","-43.182289",10.56
04-27-2015 19:31:17,B28573,324,"-22.8158","-43.1883",0
04-27-2015 19:31:17,C50014,345,"-22.992012","-43.30254",35.37
04-27-2015 19:31:18,C12023,2333,"-22.96044","-43.175652",50
04-27-2015 19:31:18,C27030,SV774,"-22.86974","-43.335419",2
04-27-2015 19:31:18,D86278,SV866,"-22.938707","-43.576672",0.56
04-27-2015 19:31:21,A27516,157,"-22.904921","-43.191761",0
04-27-2015 19:31:21,A29143,209,"-22.90243","-43.208351",26
04-27-2015 19:31:21,A41018,126,"-22.930199","-43.18639",43.34
04-27-2015 19:31:21,C20046,390,"-22.938499","-43.34763",5
04-27-2015 19:31:22,C44613,709,"-22.82865","-43.35405",17
04-27-2015 19:31:23,B11677,669,"-22.8119","-43.3725",8.7
04-27-2015 19:31:23,C20007,880,"-23.001209","-43.367081",21
04-27-2015 19:31:24,B73108,SR350,"-22.8318","-43.3294",0
04-27-2015 19:31:25,B51614,917,"-22.8806","-43.3816",20
04-27-2015 19:31:25,C41427,,"-22.85737","-43.244461",0
04-27-2015 19:31:25,D86349,837,"-22.893356","-43.532169",0
04-27-2015 19:31:26,A55147,435,"-22.98658","-43.21788",0
04-27-2015 19:31:28,A55060,425,"-22.913731","-43.236031",33
04-27-2015 19:31:28,B10036,634,"-22.8149","-43.1871",0
04-27-2015 19:31:28,B11538,778,"-22.838","-43.3625",24.08
04-27-2015 19:31:29,A41053,460,"-22.909994","-43.22176",0
04-27-2015 19:31:29,D87225,,"-22.91827","-43.608841",0
04-27-2015 19:31:30,A29062,535,"-23.010349","-43.308769",24
04-27-2015 19:31:30,A55030,464,"-22.954229","-43.18124",0
04-27-2015 19:31:31,D53613,369,"-22.88365","-43.495041",0
04-27-2015 19:31:32,A37566,180,"-22.924919","-43.176739",45
04-27-2015 19:31:32,D86705,2338,"-22.997616","-43.239098",39.45
04-27-2015 19:31:33,A27545,433,"-22.92029","-43.256149",0
04-27-2015 19:31:33,A37693,583,"-22.933359","-43.184929",21
04-27-2015 19:31:33,A55120,464,"-22.984541","-43.191589",9
04-27-2015 19:31:33,A71579,125,"-22.98311","-43.192009",11.48
04-27-2015 19:31:34,A41198,170,"-22.97624","-43.192402",11.48
04-27-2015 19:31:34,A48151,426,"-22.946211","-43.256687",0
04-27-2015 19:31:35,A37515,184,"-22.90609","-43.194809",9
04-27-2015 19:31:35,A41141,462,"-22.977686","-43.191216",0.19
04-27-2015 19:31:35,D87069,885,"-22.91721","-43.608398",0
04-27-2015 19:31:36,A41236,173,"-22.874687","-43.241135",0.37
04-27-2015 19:31:36,A72192,014,"-22.914125","-43.181835",0.74
04-27-2015 19:31:38,A72128,,"-22.889849","-43.292801",0
04-27-2015 19:31:38,D58545,936,"-22.876486","-43.419556",0
04-27-2015 19:31:39,D87419,,"-22.91972","-43.608028",0
04-27-2015 19:31:40,A29106,476,"-22.896139","-43.240349",0
04-27-2015 19:31:40,B63035,334,"-22.868","-43.2414",16
04-27-2015 19:31:42,C42592,607,"-22.9244","-43.209099",0
04-27-2015 19:31:43,A29114,535,"-22.97374","-43.191269",0
04-27-2015 19:31:43,B58191,622,"-22.8809","-43.2704",25
04-27-2015 19:31:44,A41089,132,"-22.904432","-43.191708",0.19
04-27-2015 19:31:46,A27596,433,"-22.91769","-43.22031",31
04-27-2015 19:31:46,B31135,485,"-22.8819","-43.2301",74.45
04-27-2015 19:31:46,D58636,365,"-22.875731","-43.41898",0
04-27-2015 19:31:48,A27615,432,"-22.91313","-43.203072",0
04-27-2015 19:31:48,A37704,584,"-22.94079","-43.182541",5
04-27-2015 19:31:48,B32513,793,"-22.8083","-43.3677",0
04-27-2015 19:31:49,A27677,433,"-22.9844","-43.214828",0
04-27-2015 19:31:49,A48090,426,"-22.918196","-43.216675",44.26
04-27-2015 19:31:49,A63534,107,"-22.94339","-43.16061",0
04-27-2015 19:31:49,D86790,2334,"-22.894148","-43.531578",0.19
04-27-2015 19:31:50,A29122,474,"-22.91931","-43.173489",51
04-27-2015 19:31:50,A29157,474,"-22.98068","-43.218102",0
04-27-2015 19:31:50,A37687,538,"-22.96299","-43.1679",15
04-27-2015 19:31:50,A41063,538,"-22.990601","-43.252319",0
04-27-2015 19:31:50,D90004,,"-22.919769","-43.643742",0
04-27-2015 19:31:51,A27546,432,"-22.92071","-43.19371",12
04-27-2015 19:31:51,A50121,229,"-22.933939","-43.24226",22.41
04-27-2015 19:31:51,A50138,226,"-22.933939","-43.24226",22.41
04-27-2015 19:31:51,A63539,107,"-22.93503","-43.17411",27
04-27-2015 19:31:51,B28701,2344,"-22.9064","-43.1904",0
04-27-2015 19:31:51,B71021,455,"-22.9022","-43.3149",0
04-27-2015 19:31:52,B32639,688,"-22.8476","-43.3246",0
04-27-2015 19:31:52,B82590,711,"-22.8895","-43.2488",47.23
04-27-2015 19:31:53,A55059,464,"-22.984369","-43.202518",28
04-27-2015 19:31:53,B25530,232,"-22.9011","-43.2905",37
04-27-2015 19:31:53,D53600,392,"-22.883789","-43.494732",0
04-27-2015 19:31:54,B75559,349,"-22.8309","-43.3241",0
04-27-2015 19:31:56,A37509,583,"-22.93494","-43.184341",3
04-27-2015 19:31:56,A37713,161,"-22.933029","-43.177361",0
04-27-2015 19:31:56,D58673,383,"-22.886221","-43.424168",2.59
04-27-2015 19:31:56,D58726,,"-22.876205","-43.420456",0
04-27-2015 19:31:57,A27561,421,"-22.914169","-43.19622",10
04-27-2015 19:31:57,A37630,570,"-22.968981","-43.18602",2
04-27-2015 19:31:57,B11682,778,"-22.8369","-43.3629",1.48
04-27-2015 19:31:57,B25611,249,"-22.9023","-43.3099",0
04-27-2015 19:31:59,A27576,438,"-22.91209","-43.21817",5
04-27-2015 19:31:59,A27647,439,"-22.983549","-43.228451",10
04-27-2015 19:31:59,A37709,183,"-22.90168","-43.19627",0
04-27-2015 19:32:00,A37580,184,"-22.939091","-43.19091",23
04-27-2015 19:32:00,B71049,247,"-22.9146","-43.2984",0
04-27-2015 19:32:01,A37576,119,"-22.94313","-43.180771",9
04-27-2015 19:32:01,A37673,511,"-22.959761","-43.201611",13
04-27-2015 19:32:01,A41037,460,"-22.900747","-43.207989",2.41
04-27-2015 19:32:01,B75568,,"-22.8315","-43.3235",0
04-27-2015 19:32:03,B58005,621,"-22.8689","-43.2676",37
04-27-2015 19:32:03,C82613,363,"-22.883076","-43.367313",0
04-27-2015 19:32:03,D87335,895,"-22.917959","-43.607948",0
04-27-2015 19:32:04,B11665,669,"-22.8046","-43.3621",0
04-27-2015 19:32:04,B55090,292,"-22.9063","-43.2608",0
04-27-2015 19:32:04,B71073,239,"-22.9032","-43.2521",27.97
04-27-2015 19:32:04,C50102,302,"-22.960911","-43.272678",40.93
04-27-2015 19:32:05,A27508,222,"-22.89912","-43.179951",15
04-27-2015 19:32:05,A41194,172,"-22.94253","-43.18042",9.82
04-27-2015 19:32:05,B25808,2251,"-22.9026","-43.2666",34
04-27-2015 19:32:05,C12025,,"-23.013491","-43.540031",2
04-27-2015 19:32:06,A17,002,"-22.91416","-43.237572",21
04-27-2015 19:32:06,A41129,121,"-22.910303","-43.172112",5
04-27-2015 19:32:06,A50218,220,"-22.933571","-43.241989",0
04-27-2015 19:32:06,C30329,557,"-22.977427","-43.333595",5
04-27-2015 19:32:06,D86753,2803,"-23.007387","-43.549911",4.63
04-27-2015 19:32:07,A55032,436,"-22.93511","-43.209419",47
04-27-2015 19:32:07,C12036,2329,"-22.993851","-43.234001",22
04-27-2015 19:32:08,A29057,472,"-22.964701","-43.173111",0
04-27-2015 19:32:08,D58616,936,"-22.86079","-43.227329",26.3
04-27-2015 19:32:09,A27619,433,"-22.985241","-43.221359",20
04-27-2015 19:32:09,A29153,474,"-22.86804","-43.291672",0
04-27-2015 19:32:09,A50132,537,"-22.986006","-43.243652",28.34
04-27-2015 19:32:09,A71620,539,"-22.930258","-43.254601",0
04-27-2015 19:32:09,D58767,794,"-22.875704","-43.418774",0
04-27-2015 19:32:10,A27631,438,"-22.92012","-43.25666",0
04-27-2015 19:32:10,A55114,434,"-22.956329","-43.192101",0
04-27-2015 19:32:10,A71514,217,"-22.923096","-43.231277",1.3
04-27-2015 19:32:10,B25609,232,"-22.9089","-43.1703",0
04-27-2015 19:32:10,C20237,611,"-22.936979","-43.35252",0
04-27-2015 19:32:11,A71549,125,"-22.977068","-43.192585",2.41
04-27-2015 19:32:11,B71101,239,"-22.9031","-43.3139",0
04-27-2015 19:32:13,A27514,438,"-22.915751","-43.245621",0
04-27-2015 19:32:13,A55152,435,"-22.93362","-43.18457",0
04-27-2015 19:32:13,B10533,627,"-22.8825","-43.2917",0
04-27-2015 19:32:16,B11660,378,"-22.8471","-43.3807",67.23
04-27-2015 19:32:17,B31013,,"-22.8045","-43.3103",0.37
04-27-2015 19:32:17,B58085,679,"-22.8854","-43.2629",41
04-27-2015 19:32:18,A29029,472,"-22.90988","-43.208858",27
04-27-2015 19:32:18,A37607,154,"-22.968941","-43.18708",10
04-27-2015 19:32:18,A37743,580,"-22.939939","-43.202579",0
04-27-2015 19:32:18,A50003,,"-22.928476","-43.236347",2.96
04-27-2015 19:32:18,C41237,309,"-22.978809","-43.227638",7
04-27-2015 19:32:21,A48025,202,"-22.903227","-43.188679",1.48
04-27-2015 19:32:21,C30143,550,"-22.9688","-43.335812",21
04-27-2015 19:32:22,B42588,457,"-22.8862","-43.3002",0
04-27-2015 19:32:22,C82530,651,"-22.90119","-43.278828",0.74
04-27-2015 19:32:23,B31047,906,"-22.8046","-43.31",0
04-27-2015 19:32:23,C47550,352,"-22.973463","-43.38662",62
04-27-2015 19:32:25,A29111,474,"-22.900909","-43.209709",0
04-27-2015 19:32:25,B31103,SP485,"-22.804","-43.31",0.37
04-27-2015 19:32:25,D86780,,"-22.787622","-43.326752",1.11
04-27-2015 19:32:26,A29063,535,"-22.867979","-43.290909",3
04-27-2015 19:32:26,A55155,172,"-22.907789","-43.18993",25
04-27-2015 19:32:26,A72084,410,"-22.952375","-43.186626",0.74
04-27-2015 19:32:26,D86174,918,"-22.856762","-43.384216",25
04-27-2015 19:32:26,D86782,2804,"-22.893257","-43.531952",0
04-27-2015 19:32:27,A14,001,"-22.929207","-43.2537",0.19
04-27-2015 19:32:28,A55019,436,"-22.91428","-43.210369",35
04-27-2015 19:32:28,D60192,SR300,"-22.893709","-43.215591",0
04-27-2015 19:32:29,A29067,472,"-22.90534","-43.190781",10
04-27-2015 19:32:29,A50128,,"-22.929754","-43.253536",0.37
04-27-2015 19:32:29,A71572,125,"-22.903044","-43.187458",16.3
04-27-2015 19:32:29,C30050,343,"-22.95155","-43.347977",0
04-27-2015 19:32:30,A37521,511,"-22.95639","-43.194901",0
04-27-2015 19:32:30,A72141,507,"-22.931078","-43.178158",1.11
04-27-2015 19:32:30,B42640,650,"-22.897","-43.2567",0
04-27-2015 19:32:30,C47938,,"-22.924814","-43.311527",40
04-27-2015 19:32:31,A37666,133,"-22.93186","-43.201382",12
04-27-2015 19:32:31,C12021,2329,"-23.016569","-43.460461",0
04-27-2015 19:32:32,D86684,2381,"-22.860611","-43.527554",77.6
04-27-2015 19:32:33,A55130,423,"-22.956551","-43.192051",0
04-27-2015 19:32:33,A72023,410,"-22.919971","-43.194942",43.34
04-27-2015 19:32:33,B60520,2295,"-22.8152","-43.3862",0
04-27-2015 19:32:33,C30503,,"-22.916225","-43.684715",18
04-27-2015 19:32:34,A29089,473,"-22.90901","-43.21006",5
04-27-2015 19:32:34,A37698,513,"-22.951571","-43.184101",0
04-27-2015 19:32:35,A27551,439,"-22.98827","-43.228249",0
04-27-2015 19:32:35,A50022,537,"-22.983908","-43.239994",21.3
04-27-2015 19:32:35,A50104,226,"-22.928375","-43.243855",0
04-27-2015 19:32:35,A55013,434,"-22.91246","-43.185959",0
04-27-2015 19:32:36,C30025,734,"-22.972498","-43.332253",0
04-27-2015 19:32:37,A37671,133,"-22.93096","-43.17786",0
04-27-2015 19:32:37,A55154,172,"-22.958429","-43.19973",0
04-27-2015 19:32:39,A71552,217,"-22.911013","-43.216427",9.63
04-27-2015 19:32:39,B58046,622,"-22.9034","-43.2696",0
04-27-2015 19:32:40,A55116,435,"-22.91041","-43.196079",0
04-27-2015 19:32:41,A37535,184,"-22.908569","-43.19651",31
04-27-2015 19:32:41,A41162,130,"-22.98353","-43.227489",0
04-27-2015 19:32:41,A72145,010,"-22.918142","-43.184055",28.52
04-27-2015 19:32:41,C20094,SV390,"-22.88699","-43.23354",15
04-27-2015 19:32:42,B25594,232,"-22.913","-43.2729",42
04-27-2015 19:32:43,A29098,461,"-22.91152","-43.209351",14
04-27-2015 19:32:43,A71559,125,"-22.962786","-43.174488",27.59
04-27-2015 19:32:43,A72039,410,"-22.913092","-43.182377",12.59
04-27-2015 19:32:43,B32501,779,"-22.8287","-43.3993",0
04-27-2015 19:32:44,A41448,463,"-22.956985","-43.192665",0
04-27-2015 19:32:44,B10531,627,"-22.8747","-43.2846",0
04-27-2015 19:32:45,A41036,460,"-22.96653","-43.216881",34.45
04-27-2015 19:32:45,B28712,2343,"-22.9055","-43.1908",5
04-27-2015 19:32:47,C47907,2110,"-22.922848","-43.304043",46
04-27-2015 19:32:48,A48070,415,"-22.966814","-43.185089",13.15
04-27-2015 19:32:48,B25818,2251,"-22.8978","-43.2982",8
04-27-2015 19:32:48,B58189,625,"-22.8995","-43.2742",0
04-27-2015 19:32:48,B75602,355,"-22.8723","-43.3364",0
04-27-2015 19:32:49,A37591,583,"-22.9571","-43.177502",0
04-27-2015 19:32:49,A72092,143,"-22.972654","-43.224686",10.56
04-27-2015 19:32:49,C13093,341,"-22.90229","-43.180531",17
04-27-2015 19:32:50,B11711,778,"-22.8472","-43.3728",9.63
04-27-2015 19:32:51,A37568,130,"-22.98494","-43.213428",54
04-27-2015 19:32:51,A55031,434,"-22.950979","-43.180321",39
04-27-2015 19:32:51,D90528,2303,"-22.919201","-43.64439",0
04-27-2015 19:32:53,A41138,126,"-22.918194","-43.194244",60.75
04-27-2015 19:32:53,D87746,2336,"-22.89979","-43.55468",0
04-27-2015 19:32:54,D86082,918,"-22.894875","-43.490608",0
04-27-2015 19:32:56,B25809,2251,"-22.9048","-43.2886",0
04-27-2015 19:32:56,B27132,,"-22.8171","-43.3024",0
04-27-2015 19:32:57,A37605,584,"-22.959021","-43.176979",54
04-27-2015 19:32:57,A41375,190,"-22.906639","-43.177311",9.63
04-27-2015 19:32:58,A29132,473,"-22.958151","-43.20438",44
04-27-2015 19:32:58,A72116,507,"-22.934723","-43.197903",36.85
04-27-2015 19:32:59,A41172,463,"-22.965857","-43.189613",0.74
04-27-2015 19:32:59,D53555,370,"-22.906361","-43.194592",23
04-27-2015 19:32:59,D58556,,"-22.875975","-43.418678",0
04-27-2015 19:33:00,A37608,574,"-22.973391","-43.191132",25
04-27-2015 19:33:02,A37571,511,"-22.969641","-43.18504",59
04-27-2015 19:33:02,D87883,,"-22.917049","-43.6077",0
04-27-2015 19:33:03,B75635,,"-22.8315","-43.3236",0
04-27-2015 19:33:03,C20142,390,"-22.938551","-43.349682",5
04-27-2015 19:33:04,A50005,229,"-22.90646","-43.175156",0.37
04-27-2015 19:33:04,B10099,,"-22.8149","-43.1873",0
04-27-2015 19:33:04,B32707,298,"-22.8272","-43.3498",39
04-27-2015 19:33:05,B25578,SP249,"-22.9011","-43.1775",41
04-27-2015 19:33:05,B71017,455,"-22.9027","-43.315",0
04-27-2015 19:33:06,A72020,,"-22.906767","-43.311665",51.12
04-27-2015 19:33:06,B28549,326,"-22.8149","-43.1886",0
04-27-2015 19:33:07,D86766,2803,"-22.957239","-43.579941",52.41
04-27-2015 19:33:08,B25814,2251,"-22.9079","-43.1729",1
04-27-2015 19:33:08,B31142,399,"-22.8887","-43.2227",0
04-27-2015 19:33:09,A29137,445,"-22.85648","-43.25922",0
04-27-2015 19:33:09,A48027,539,"-22.984909","-43.243607",13.33
04-27-2015 19:33:10,A55072,435,"-22.91831","-43.249371",0
04-27-2015 19:33:11,A50099,226,"-22.907026","-43.181107",0.19
04-27-2015 19:33:11,B11616,378,"-22.8352","-43.3612",40.56
04-27-2015 19:33:11,B71057,238,"-22.9246","-43.2532",30.19
04-27-2015 19:33:13,A72053,410,"-22.960663","-43.206993",0.93
04-27-2015 19:33:13,B25549,606,"-22.9049","-43.288",0
04-27-2015 19:33:13,B75642,,"-22.8314","-43.3241",0
04-27-2015 19:33:14,A50009,220,"-22.918133","-43.212116",11.85
04-27-2015 19:33:14,B25517,606,"-22.9234","-43.2317",12
04-27-2015 19:33:14,C20135,880,"-22.972281","-43.335918",6
04-27-2015 19:33:14,C47482,382,"-23.003706","-43.433777",22
04-27-2015 19:33:15,C27120,774,"-22.81785","-43.308239",20
04-27-2015 19:33:16,A41253,121,"-22.930008","-43.172997",80.38
04-27-2015 19:33:16,A50202,603,"-22.923571","-43.231903",11.48
04-27-2015 19:33:18,A41455,178,"-22.901569","-43.207829",0
04-27-2015 19:33:18,B60044,386,"-22.8149","-43.3862",0
04-27-2015 19:33:18,D86728,2804,"-23.01997","-43.487068",4.63
04-27-2015 19:33:19,A37585,136,"-22.905661","-43.192131",46
04-27-2015 19:33:19,A71573,416,"-22.941175","-43.202419",42.6
04-27-2015 19:33:19,B32731,2305,"-22.8867","-43.2297",14
04-27-2015 19:33:19,C20230,600,"-22.912649","-43.405128",0
04-27-2015 19:33:19,D86375,786,"-22.858299","-43.378208",45.19
04-27-2015 19:33:20,A41211,121,"-22.926008","-43.171467",70.93
04-27-2015 19:33:20,B25560,SV606,"-22.9043","-43.2782",38
04-27-2015 19:33:20,B55055,292,"-22.8654","-43.2996",0
04-27-2015 19:33:20,C12049,2333,"-22.99947","-43.357151",0
04-27-2015 19:33:20,D53644,393,"-22.89735","-43.486858",0
04-27-2015 19:33:22,A41447,463,"-22.874819","-43.241138",0.37
04-27-2015 19:33:22,C47905,2114,"-22.940702","-43.339241",29
04-27-2015 19:33:23,B25822,2251,"-22.9106","-43.2161",9
04-27-2015 19:33:24,A72076,007,"-22.935186","-43.201054",27.04
04-27-2015 19:33:24,B11600,778,"-22.8669","-43.3549",0
04-27-2015 19:33:24,C50227,301,"-22.983721","-43.297874",24.45
04-27-2015 19:33:25,A48036,413,"-22.910164","-43.175777",2.22
04-27-2015 19:33:25,A50205,603,"-22.946379","-43.257",0
04-27-2015 19:33:25,C41408,,"-22.858231","-43.244339",0
04-27-2015 19:33:25,C82628,363,"-22.904175","-43.186466",60
04-27-2015 19:33:26,A50139,603,"-22.923733","-43.231937",0.56
04-27-2015 19:33:26,C30305,557,"-22.979921","-43.326874",23
04-27-2015 19:33:27,B25501,232,"-22.9023","-43.2987",0
04-27-2015 19:33:27,B31126,484,"-22.8719","-43.2495",3.89
04-27-2015 19:33:27,B32519,SV779,"-22.8227","-43.404",28
04-27-2015 19:33:27,B73043,374,"-22.899","-43.2098",36
04-27-2015 19:33:27,C12024,2333,"-22.90531","-43.17408",0
04-27-2015 19:33:29,B27008,639,"-22.8541","-43.3495",32
04-27-2015 19:33:29,B71117,455,"-22.9029","-43.3134",0
04-27-2015 19:33:29,D13085,,"-22.854456","-43.492706",16
04-27-2015 19:33:30,B25614,232,"-22.9095","-43.1704",3
04-27-2015 19:33:30,B32616,,"-22.8162","-43.3947",0
04-27-2015 19:33:30,C47738,862,"-22.972033","-43.331814",0
04-27-2015 19:33:31,B32723,298,"-22.9074","-43.1973",69
04-27-2015 19:33:31,C82571,363,"-22.902128","-43.179897",0
04-27-2015 19:33:32,B71156,238,"-22.9053","-43.2773",37
04-27-2015 19:33:32,C12527,2345,"-22.866825","-43.355541",0
04-27-2015 19:33:32,C47502,525,"-22.996469","-43.260998",14
04-27-2015 19:33:32,C82532,363,"-22.905172","-43.19083",41.11
04-27-2015 19:33:34,A41451,463,"-22.907013","-43.210567",0
04-27-2015 19:33:34,B31123,485,"-22.8048","-43.3101",0
04-27-2015 19:33:35,B31127,SP485,"-22.9037","-43.2103",0.19
04-27-2015 19:33:35,C20068,SV390,"-22.95311","-43.39143",0
04-27-2015 19:33:36,B11613,778,"-22.8259","-43.3677",2.22
04-27-2015 19:33:36,B32742,298,"-22.902","-43.1761",30
04-27-2015 19:33:36,C20164,612,"-22.95665","-43.345779",7
04-27-2015 19:33:37,A71526,217,"-22.923094","-43.249458",14.08
04-27-2015 19:33:37,C20249,611,"-22.878559","-43.272861",0
04-27-2015 19:33:38,B25568,606,"-22.9044","-43.2754",16
04-27-2015 19:33:38,B63071,SR335,"-22.9015","-43.2104",1
04-27-2015 19:33:39,C82555,678,"-22.862843","-43.365963",13.33
04-27-2015 19:33:39,D90113,388,"-22.84416","-43.37608",24
04-27-2015 19:33:40,B28711,2343,"-22.9069","-43.1735",0
04-27-2015 19:33:40,B71069,455,"-22.9718","-43.1877",1
04-27-2015 19:33:40,C13101,341,"-22.940363","-43.338734",38
04-27-2015 19:33:41,A41086,463,"-22.875523","-43.241287",0
04-27-2015 19:33:41,B19568,665,"-22.8344","-43.3652",16
04-27-2015 19:33:42,B63014,334,"-22.8193","-43.2943",5
04-27-2015 19:33:42,C20015,600,"-22.91626","-43.37809",9
04-27-2015 19:33:43,B27105,905,"-22.8524","-43.2545",0
04-27-2015 19:33:43,B32745,,"-22.8167","-43.3943",0
04-27-2015 19:33:43,D53579,,"-22.883739","-43.495209",0
04-27-2015 19:33:44,A50080,229,"-22.923426","-43.231724",0.74
04-27-2015 19:33:44,B10203,914,"-22.8149","-43.1871",0
04-27-2015 19:33:45,A41254,172,"-22.961332","-43.212715",0.37
04-27-2015 19:33:45,A41876,2017,"-22.870573","-43.249416",0.74
04-27-2015 19:33:45,A48100,415,"-22.903608","-43.186054",46.86
04-27-2015 19:33:45,C47579,306,"-22.899979","-43.347454",0
04-27-2015 19:33:46,B32645,688,"-22.8199","-43.3541",67
04-27-2015 19:33:46,B58014,313,"-22.9006","-43.2318",31
04-27-2015 19:33:46,C12009,2329,"-22.999701","-43.355091",7
04-27-2015 19:33:46,D90592,,"-22.9195","-43.643219",0
04-27-2015 19:33:47,A41165,178,"-22.90164","-43.207851",0
04-27-2015 19:33:47,B11599,908,"-22.8739","-43.3151",8.89
04-27-2015 19:33:47,B31112,485,"-22.8628","-43.2539",7.59
04-27-2015 19:33:47,C12020,2333,"-22.98645","-43.218048",21
04-27-2015 19:33:47,D87097,,"-22.91927","-43.607151",0
04-27-2015 19:33:48,A55014,435,"-22.9112","-43.199581",26
04-27-2015 19:33:48,A55074,435,"-22.910521","-43.2145",0
04-27-2015 19:33:48,A71553,416,"-22.957045","-43.198566",0.19
04-27-2015 19:33:48,C20203,880,"-23.001471","-43.41824",37
04-27-2015 19:33:49,A72017,410,"-22.96447","-43.217747",1.67
04-27-2015 19:33:50,A29170,472,"-22.90748","-43.18145",20
04-27-2015 19:33:50,A72048,507,"-22.936726","-43.197536",10.56
04-27-2015 19:33:50,B60084,385,"-22.9035","-43.2103",0
04-27-2015 19:33:50,D86397,837,"-22.922184","-43.54071",8.15
04-27-2015 19:33:50,D86411,838,"-22.940367","-43.577393",0
04-27-2015 19:33:51,A29082,476,"-22.895519","-43.23761",63
04-27-2015 19:33:51,B44525,638,"-22.8608","-43.3557",0
04-27-2015 19:33:52,A27623,605,"-22.92067","-43.223598",0
04-27-2015 19:33:52,A71564,125,"-22.955303","-43.178219",11.67
04-27-2015 19:33:52,A71623,217,"-22.906919","-43.181038",14.63
